id,approvedName,bioType,proteinAnnotations.functions,reactome
ENSG00000118972,fibroblast growth factor 23,protein_coding,['Regulator of phosphate homeostasis. Inhibits renal tubular phosphate transport by reducing SLC34A1 levels. Upregulates EGR1 expression in the presence of KL (By similarity). Acts directly on the parathyroid to decrease PTH secretion (By similarity). Regulator of vitamin-D metabolism. Negatively regulates osteoblast differentiation and matrix mineralization.'],"['R-HSA-109704' 'R-HSA-1257604' 'R-HSA-1839122' 'R-HSA-1839130'
 'R-HSA-190322' 'R-HSA-190372' 'R-HSA-190373' 'R-HSA-190374'
 'R-HSA-190375' 'R-HSA-2033514' 'R-HSA-2033519' 'R-HSA-2219530'
 'R-HSA-381426' 'R-HSA-5654219' 'R-HSA-5654221' 'R-HSA-5654227'
 'R-HSA-5654228' 'R-HSA-5654687' 'R-HSA-5654688' 'R-HSA-5654689'
 'R-HSA-5654693' 'R-HSA-5654695' 'R-HSA-5654699' 'R-HSA-5654700'
 'R-HSA-5654704' 'R-HSA-5654706' 'R-HSA-5654710' 'R-HSA-5654712'
 'R-HSA-5654719' 'R-HSA-5654720' 'R-HSA-5654726' 'R-HSA-5654727'
 'R-HSA-5654732' 'R-HSA-5654733' 'R-HSA-5655253' 'R-HSA-5655302'
 'R-HSA-5658623' 'R-HSA-5673001' 'R-HSA-6811558' 'R-HSA-8853338'
 'R-HSA-8957275']"
ENSG00000119421,NADH:ubiquinone oxidoreductase subunit A8,protein_coding,"['Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone.']",['R-HSA-611105' 'R-HSA-6799198']
ENSG00000120156,TEK receptor tyrosine kinase,protein_coding,"['Tyrosine-protein kinase that acts as cell-surface receptor for ANGPT1, ANGPT2 and ANGPT4 and regulates angiogenesis, endothelial cell survival, proliferation, migration, adhesion and cell spreading, reorganization of the actin cytoskeleton, but also maintenance of vascular quiescence. Has anti-inflammatory effects by preventing the leakage of proinflammatory plasma proteins and leukocytes from blood vessels. Required for normal angiogenesis and heart development during embryogenesis. Required for post-natal hematopoiesis. After birth, activates or inhibits angiogenesis, depending on the context. Inhibits angiogenesis and promotes vascular stability in quiescent vessels, where endothelial cells have tight contacts. In quiescent vessels, ANGPT1 oligomers recruit TEK to cell-cell contacts, forming complexes with TEK molecules from adjoining cells, and this leads to preferential activation of phosphatidylinositol 3-kinase and the AKT1 signaling cascades. In migrating endothelial cells that lack cell-cell adhesions, ANGT1 recruits TEK to contacts with the extracellular matrix, leading to the formation of focal adhesion complexes, activation of PTK2/FAK and of the downstream kinases MAPK1/ERK2 and MAPK3/ERK1, and ultimately to the stimulation of sprouting angiogenesis. ANGPT1 signaling triggers receptor dimerization and autophosphorylation at specific tyrosine residues that then serve as binding sites for scaffold proteins and effectors. Signaling is modulated by ANGPT2 that has lower affinity for TEK, can promote TEK autophosphorylation in the absence of ANGPT1, but inhibits ANGPT1-mediated signaling by competing for the same binding site. Signaling is also modulated by formation of heterodimers with TIE1, and by proteolytic processing that gives rise to a soluble TEK extracellular domain. The soluble extracellular domain modulates signaling by functioning as decoy receptor for angiopoietins. TEK phosphorylates DOK2, GRB7, GRB14, PIK3R1; SHC1 and TIE1.']",['R-HSA-210993' 'R-HSA-5673001']
ENSG00000120235,interferon alpha 6,protein_coding,"['Produced by macrophages, IFN-alpha have antiviral activities. Interferon stimulates the production of two enzymes: a protein kinase and an oligoadenylate synthetase.']",['R-HSA-909733' 'R-HSA-912694' 'R-HSA-933541' 'R-HSA-983231']
ENSG00000120949,TNF receptor superfamily member 8,protein_coding,['Receptor for TNFSF8/CD30L (PubMed:8391931). May play a role in the regulation of cellular growth and transformation of activated lymphoblasts. Regulates gene expression through activation of NF-kappa-B (PubMed:8999898).'],['R-HSA-5669034']
ENSG00000123700,potassium inwardly rectifying channel subfamily J member 2,protein_coding,"['Probably participates in establishing action potential waveform and excitability of neuronal and muscle tissues. Inward rectifier potassium channels are characterized by a greater tendency to allow potassium to flow into the cell rather than out of it. Their voltage dependence is regulated by the concentration of extracellular potassium; as external potassium is raised, the voltage range of the channel opening shifts to more positive voltages. The inward rectification is mainly due to the blockage of outward current by internal magnesium. Can be blocked by extracellular barium or cesium.']",['R-HSA-1296041' 'R-HSA-1296053' 'R-HSA-5576886' 'R-HSA-997272']
ENSG00000125510,opioid related nociceptin receptor 1,protein_coding,['G-protein coupled opioid receptor that functions as receptor for the endogenous neuropeptide nociceptin. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Signaling via G proteins mediates inhibition of adenylate cyclase activity and calcium channel activity. Arrestins modulate signaling via G proteins and mediate the activation of alternative signaling pathways that lead to the activation of MAP kinases. Plays a role in modulating nociception and the perception of pain. Plays a role in the regulation of locomotor activity by the neuropeptide nociceptin.'],['R-HSA-375276' 'R-HSA-418594']
ENSG00000125726,CD70 molecule,protein_coding,"['Cytokine which is the ligand for CD27. The CD70-CD27 pathway plays an important role in the generation and maintenance of T cell immunity, in particular during antiviral responses. Upon CD27 binding, induces the proliferation of costimulated T-cells and enhances the generation of cytolytic T-cells.']",['R-HSA-5669034']
ENSG00000127472,phospholipase A2 group V,protein_coding,"['Secretory calcium-dependent phospholipase A2 that primarily targets extracellular phospholipids (PubMed:8300559). Hydrolyzes the ester bond of the fatty acyl group attached at sn-2 position of phospholipids (phospholipase A2 activity), preferentially releasing fatty acyl groups with a low degree of unsaturation such as oleoyl (C18:1) and linoleoyl (C18:2) groups (PubMed:8300559, PubMed:14998370, PubMed:23533611). Hydrolyzes low-density lipoprotein (LDL) phospholipids releasing unsaturated fatty acids that drive macrophage polarization toward an M2 phenotype (By similarity). May act in an autocrine and paracrine manner. Contributes to lipid remodeling of cellular membranes at different subcellular locations and generation of lipid mediators involved in pathogen clearance. Cleaves sn-2 fatty acyl chains of cardiolipin, a major component of the inner membrane of mitochondria and bacterial membranes (PubMed:23533611). Promotes phagocytosis of bacteria in macrophages through production of lysophosphatidylethanolamines (PubMed:25725101). Displays bactericidal activity against Gram-positive bacteria by directly hydrolyzing phospholipids of the bacterial membrane (PubMed:11694541). Promotes phagocytosis and killing of ingested fungi likely through controlling phagosome-lysosome fusion and phagosome maturation (By similarity). Plays a role in biosynthesis of cysteinyl leukotrienes (CysLTs) in myeloid cells (PubMed:12124392, PubMed:12796497). In eosinophils, triggers perinuclear arachidonate release and LTC4 synthesis in a PLA2G4A-independent way (PubMed:12796497). In neutrophils, amplifies CysLTs biosynthesis initiated by PLA2G4A (PubMed:12124392). Promotes immune complex clearance in macrophages via stimulating synthesis of CysLTs, which act through CYSLTR1 to trigger phagocytosis (By similarity). May regulate antigen processing in antigen-presenting cells (By similarity). In pulmonary macrophages regulates IL33 production required for activation of group 2 innate lymphoid cells (By similarity). May play a role in the biosynthesis of N-acyl ethanolamines that regulate energy metabolism. Hydrolyzes N-acyl phosphatidylethanolamines to N-acyl lysophosphatidylethanolamines, which are further cleaved by a lysophospholipase D to release N-acyl ethanolamines (PubMed:14998370).']","['R-HSA-1482788' 'R-HSA-1482801' 'R-HSA-1482839' 'R-HSA-1482922'
 'R-HSA-1482925' 'R-HSA-1483166']"
ENSG00000128271,adenosine A2a receptor,protein_coding,['Receptor for adenosine (By similarity). The activity of this receptor is mediated by G proteins which activate adenylyl cyclase (By similarity).'],"['R-HSA-187024' 'R-HSA-417973' 'R-HSA-418555' 'R-HSA-5683826'
 'R-HSA-9660821']"
ENSG00000129991,"troponin I3, cardiac type",protein_coding,"['Troponin I is the inhibitory subunit of troponin, the thin filament regulatory complex which confers calcium-sensitivity to striated muscle actomyosin ATPase activity.']",['R-HSA-390522' 'R-HSA-5578775']
ENSG00000131473,ATP citrate lyase,protein_coding,"['Catalyzes the cleavage of citrate into oxaloacetate and acetyl-CoA, the latter serving as common substrate for de novo cholesterol and fatty acid synthesis.']",['R-HSA-163765' 'R-HSA-6798695' 'R-HSA-75105']
ENSG00000132155,"Raf-1 proto-oncogene, serine/threonine kinase",protein_coding,"[""Serine/threonine-protein kinase that acts as a regulatory link between the membrane-associated Ras GTPases and the MAPK/ERK cascade, and this critical regulatory link functions as a switch determining cell fate decisions including proliferation, differentiation, apoptosis, survival and oncogenic transformation. RAF1 activation initiates a mitogen-activated protein kinase (MAPK) cascade that comprises a sequential phosphorylation of the dual-specific MAPK kinases (MAP2K1/MEK1 and MAP2K2/MEK2) and the extracellular signal-regulated kinases (MAPK3/ERK1 and MAPK1/ERK2). The phosphorylated form of RAF1 (on residues Ser-338 and Ser-339, by PAK1) phosphorylates BAD/Bcl2-antagonist of cell death at 'Ser-75'. Phosphorylates adenylyl cyclases: ADCY2, ADCY5 and ADCY6, resulting in their activation. Phosphorylates PPP1R12A resulting in inhibition of the phosphatase activity. Phosphorylates TNNT2/cardiac muscle troponin T. Can promote NF-kB activation and inhibit signal transducers involved in motility (ROCK2), apoptosis (MAP3K5/ASK1 and STK3/MST2), proliferation and angiogenesis (RB1). Can protect cells from apoptosis also by translocating to the mitochondria where it binds BCL2 and displaces BAD/Bcl2-antagonist of cell death. Regulates Rho signaling and migration, and is required for normal wound healing. Plays a role in the oncogenic transformation of epithelial cells via repression of the TJ protein, occludin (OCLN) by inducing the up-regulation of a transcriptional repressor SNAI2/SLUG, which induces down-regulation of OCLN. Restricts caspase activation in response to selected stimuli, notably Fas stimulation, pathogen-mediated macrophage apoptosis, and erythroid differentiation.""]","['R-HSA-2672351' 'R-HSA-392517' 'R-HSA-430116' 'R-HSA-5621575'
 'R-HSA-5673000' 'R-HSA-5674135' 'R-HSA-5674499' 'R-HSA-5675221'
 'R-HSA-6802946' 'R-HSA-6802948' 'R-HSA-6802952' 'R-HSA-6802955'
 'R-HSA-9649948' 'R-HSA-9656223' 'R-HSA-9660537']"
ENSG00000132915,phosphodiesterase 6A,protein_coding,['This protein participates in processes of transmission and amplification of the visual signal.'],['R-HSA-2485179' 'R-HSA-2514859' 'R-HSA-4086398']
ENSG00000133731,inositol monophosphatase 1,protein_coding,"[""Responsible for the provision of inositol required for synthesis of phosphatidylinositol and polyphosphoinositides and has been implicated as the pharmacological target for lithium action in brain. Has broad substrate specificity and can use myo-inositol monophosphates, myo-inositol 1,3-diphosphate, myo-inositol 1,4-diphosphate, scyllo-inositol-phosphate, D-galactose 1-phosphate, glucose-1-phosphate, glucose-6-phosphate, fructose-1-phosphate, beta-glycerophosphate, and 2'-AMP as substrates.""]",['R-HSA-1855183']
ENSG00000135312,5-hydroxytryptamine receptor 1B,protein_coding,"['G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for ergot alkaloid derivatives, various anxiolytic and antidepressant drugs and other psychoactive substances, such as lysergic acid diethylamide (LSD). Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase activity. Arrestin family members inhibit signaling via G proteins and mediate activation of alternative signaling pathways. Regulates the release of 5-hydroxytryptamine, dopamine and acetylcholine in the brain, and thereby affects neural activity, nociceptive processing, pain perception, mood and behavior. Besides, plays a role in vasoconstriction of cerebral arteries.']",['R-HSA-390666' 'R-HSA-418594']
ENSG00000137752,caspase 1,protein_coding,"['Thiol protease involved in a variety of inflammatory processes by proteolytically cleaving other proteins, such as the precursors of the inflammatory cytokines interleukin-1 beta (IL1B) and interleukin 18 (IL18) as well as the pyroptosis inducer Gasdermin-D (GSDMD), into active mature peptides (PubMed:15326478, PubMed:1574116, PubMed:7876192, PubMed:15498465, PubMed:26375003, PubMed:32051255). Plays a key role in cell immunity as an inflammatory response initiator: once activated through formation of an inflammasome complex, it initiates a proinflammatory response through the cleavage of the two inflammatory cytokines IL1B and IL18, releasing the mature cytokines which are involved in a variety of inflammatory processes (PubMed:1574116, PubMed:7876192, PubMed:15498465, PubMed:15326478, PubMed:32051255). Cleaves a tetrapeptide after an Asp residue at position P1 (PubMed:1574116, PubMed:7876192, PubMed:15498465). Also initiates pyroptosis, a programmed lytic cell death pathway, through cleavage of GSDMD (PubMed:26375003). In contrast to cleavage of interleukins IL1B and IL1B, recognition and cleavage of GSDMD is not strictly dependent on the consensus cleavage site but depends on an exosite interface on CASP1 that recognizes and binds the Gasdermin-D, C-terminal (GSDMD-CT) part (PubMed:32051255, PubMed:32109412, PubMed:32553275). Upon inflammasome activation, during DNA virus infection but not RNA virus challenge, controls antiviral immunity through the cleavage of CGAS, rendering it inactive (PubMed:28314590). In apoptotic cells, cleaves SPHK2 which is released from cells and remains enzymatically active extracellularly (PubMed:20197547).'
 'Apoptosis inactive.']","['R-HSA-168638' 'R-HSA-448706' 'R-HSA-6803207' 'R-HSA-844456'
 'R-HSA-844615' 'R-HSA-844623' 'R-HSA-9008059' 'R-HSA-9660826']"
ENSG00000138448,integrin subunit alpha V,protein_coding,"['The alpha-V (ITGAV) integrins are receptors for vitronectin, cytotactin, fibronectin, fibrinogen, laminin, matrix metalloproteinase-2, osteopontin, osteomodulin, prothrombin, thrombospondin and vWF. They recognize the sequence R-G-D in a wide array of ligands. ITGAV:ITGB3 binds to fractalkine (CX3CL1) and may act as its coreceptor in CX3CR1-dependent fractalkine signaling (PubMed:23125415). ITGAV:ITGB3 binds to NRG1 (via EGF domain) and this binding is essential for NRG1-ERBB signaling (PubMed:20682778). ITGAV:ITGB3 binds to FGF1 and this binding is essential for FGF1 signaling (PubMed:18441324). ITGAV:ITGB3 binds to FGF2 and this binding is essential for FGF2 signaling (PubMed:28302677). ITGAV:ITGB3 binds to IGF1 and this binding is essential for IGF1 signaling (PubMed:19578119). ITGAV:ITGB3 binds to IGF2 and this binding is essential for IGF2 signaling (PubMed:28873464). ITGAV:ITGB3 binds to IL1B and this binding is essential for IL1B signaling (PubMed:29030430). ITGAV:ITGB3 binds to PLA2G2A via a site (site 2) which is distinct from the classical ligand-binding site (site 1) and this induces integrin conformational changes and enhanced ligand binding to site 1 (PubMed:18635536, PubMed:25398877). ITGAV:ITGB3 and ITGAV:ITGB6 act as a receptor for fibrillin-1 (FBN1) and mediate R-G-D-dependent cell adhesion to FBN1 (PubMed:12807887, PubMed:17158881). Integrin alpha-V/beta-6 or alpha-V/beta-8 (ITGAV:ITGB6 or ITGAV:ITGB8) mediates R-G-D-dependent release of transforming growth factor beta-1 (TGF-beta-1) from regulatory Latency-associated peptide (LAP), thereby playing a key role in TGF-beta-1 activation (PubMed:15184403, PubMed:22278742, PubMed:28117447). ITGAV:ITGB3 act as a receptor for CD40LG (PubMed:31331973).'
 '(Microbial infection) Integrin ITGAV:ITGB5 acts as a receptor for Adenovirus type C.'
 '(Microbial infection) Integrin ITGAV:ITGB5 and ITGAV:ITGB3 act as receptors for Coxsackievirus A9 and B1.'
 '(Microbial infection) Integrin ITGAV:ITGB3 acts as a receptor for Herpes virus 8/HHV-8.'
 '(Microbial infection) Integrin ITGAV:ITGB6 acts as a receptor for herpes simplex 1/HHV-1.'
 '(Microbial infection) Integrin ITGAV:ITGB3 acts as a receptor for Human parechovirus 1.'
 '(Microbial infection) Integrin ITGAV:ITGB3 acts as a receptor for West nile virus.'
 ""(Microbial infection) In case of HIV-1 infection, the interaction with extracellular viral Tat protein seems to enhance angiogenesis in Kaposi's sarcoma lesions.""]","['R-HSA-1236973' 'R-HSA-1566948' 'R-HSA-210990' 'R-HSA-2129379'
 'R-HSA-216083' 'R-HSA-3000157' 'R-HSA-3000170' 'R-HSA-3000178'
 'R-HSA-4420097' 'R-HSA-445144' 'R-HSA-6798695']"
